Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Frequency Value
1973,54,Male,Backpack,Accessories,31,Summer,3.3,0,0,0,48,Quarterly,2
1974,24,Male,Skirt,Clothing,20,Fall,4.5,0,0,0,9,Quarterly,2
1975,27,Male,Gloves,Accessories,44,Winter,4.6,0,0,0,2,Bi-Weekly,4
1976,53,Male,Jacket,Outerwear,77,Fall,2.9,0,0,0,4,Quarterly,2
1977,32,Male,Handbag,Accessories,51,Spring,3.2,0,0,0,43,Bi-Weekly,4
1978,24,Male,Sandals,Footwear,49,Summer,2.6,0,0,0,32,Annually,1
1979,45,Male,Sunglasses,Accessories,78,Spring,3.8,0,0,0,1,Quarterly,2
1980,49,Male,Jeans,Clothing,98,Spring,2.8,0,0,0,38,Bi-Weekly,4
1981,51,Male,Sandals,Footwear,94,Winter,4.4,0,0,0,25,Bi-Weekly,4
1982,69,Male,Shoes,Footwear,91,Summer,4.7,0,0,0,42,Quarterly,2
1983,41,Male,Sunglasses,Accessories,77,Summer,2.7,0,0,0,32,Monthly,3
1984,59,Male,Scarf,Accessories,97,Summer,2.6,0,0,0,21,Quarterly,2
1985,26,Male,Skirt,Clothing,58,Summer,3.4,0,0,0,26,Bi-Weekly,4
1986,23,Male,Gloves,Accessories,97,Spring,3.9,0,0,0,6,Bi-Weekly,4
1987,62,Male,Coat,Outerwear,48,Summer,3.4,0,0,0,14,Quarterly,2
1988,69,Male,Belt,Accessories,23,Summer,3.4,0,0,0,4,Quarterly,2
1989,46,Male,Pants,Clothing,79,Winter,3.9,0,0,0,26,Weekly,5
1990,35,Male,Jewelry,Accessories,42,Spring,4,0,0,0,39,Bi-Weekly,4
1991,32,Male,Backpack,Accessories,95,Spring,3.4,0,0,0,15,Annually,1
1992,46,Male,Sneakers,Footwear,29,Summer,3.7,0,0,0,1,Quarterly,2
1993,33,Male,Hoodie,Clothing,98,Winter,4.9,0,0,0,28,Monthly,3
1994,32,Male,Blouse,Clothing,96,Spring,5,0,0,0,17,Weekly,5
1995,33,Male,Sunglasses,Accessories,66,Fall,2.9,0,0,0,24,Weekly,5
1996,67,Male,Boots,Footwear,80,Spring,3,0,0,0,29,Quarterly,2
1997,67,Male,Sneakers,Footwear,27,Summer,3.3,0,0,0,18,Quarterly,2
1998,42,Male,Backpack,Accessories,25,Fall,4.7,0,0,0,10,Bi-Weekly,4
1999,20,Male,Pants,Clothing,45,Fall,3.4,0,0,0,19,Quarterly,2
2000,39,Male,Socks,Clothing,89,Winter,4.6,0,0,0,26,Monthly,3
2001,26,Male,Belt,Accessories,27,Winter,3.6,0,0,0,25,Bi-Weekly,4
2002,51,Male,Sunglasses,Accessories,90,Winter,2.6,0,0,0,2,Bi-Weekly,4
2003,31,Male,Shirt,Clothing,65,Summer,2.7,0,0,0,19,Quarterly,2
2004,68,Male,Sneakers,Footwear,72,Spring,3.1,0,0,0,32,Quarterly,2
2005,44,Male,Shoes,Footwear,70,Fall,3.2,0,0,0,13,Bi-Weekly,4
2006,18,Male,Sandals,Footwear,82,Winter,3.4,0,0,0,30,Bi-Weekly,4
2007,58,Male,Scarf,Accessories,97,Fall,4.4,0,0,0,2,Annually,1
2008,26,Male,Shirt,Clothing,25,Summer,3.2,0,0,0,8,Quarterly,2
2009,57,Male,Skirt,Clothing,48,Spring,2.5,0,0,0,27,Quarterly,2
2010,37,Male,Boots,Footwear,99,Summer,3.8,0,0,0,26,Bi-Weekly,4
2011,24,Male,Sweater,Clothing,21,Summer,4.4,0,0,0,3,Bi-Weekly,4
2012,57,Male,Sandals,Footwear,94,Spring,3.7,0,0,0,4,Monthly,3
2013,48,Male,Jeans,Clothing,53,Fall,3.2,0,0,0,5,Bi-Weekly,4
2014,39,Male,Backpack,Accessories,70,Winter,4.9,0,0,0,25,Quarterly,2
2015,51,Male,Skirt,Clothing,26,Summer,3.9,0,0,0,47,Bi-Weekly,4
2016,57,Male,Belt,Accessories,82,Summer,4.5,0,0,0,8,Bi-Weekly,4
2017,53,Male,Shoes,Footwear,47,Winter,3.4,0,0,0,20,Bi-Weekly,4
2018,70,Male,Socks,Clothing,32,Winter,4.1,0,0,0,42,Quarterly,2
2019,60,Male,Backpack,Accessories,97,Fall,4.5,0,0,0,20,Weekly,5
2020,31,Male,Shirt,Clothing,68,Winter,4.7,0,0,0,23,Bi-Weekly,4
2021,41,Male,Sweater,Clothing,23,Winter,4.8,0,0,0,26,Quarterly,2
2022,62,Male,Handbag,Accessories,33,Winter,4.4,0,0,0,48,Quarterly,2
2023,59,Male,Jewelry,Accessories,38,Winter,4,0,0,0,16,Bi-Weekly,4
2024,46,Male,Socks,Clothing,68,Winter,4.1,0,0,0,28,Bi-Weekly,4
2025,62,Male,Socks,Clothing,23,Fall,3.7,0,0,0,39,Weekly,5
2026,42,Male,Shirt,Clothing,29,Summer,3,0,0,0,43,Bi-Weekly,4
2027,37,Male,Scarf,Accessories,35,Winter,3.6,0,0,0,45,Quarterly,2
2028,50,Male,Shoes,Footwear,73,Fall,4.8,0,0,0,50,Quarterly,2
2029,29,Male,Shoes,Footwear,84,Fall,3.7,0,0,0,10,Bi-Weekly,4
2030,25,Male,Scarf,Accessories,23,Spring,4.6,0,0,0,40,Quarterly,2
2031,66,Male,Sunglasses,Accessories,67,Summer,2.8,0,0,0,38,Monthly,3
2032,21,Male,Socks,Clothing,51,Spring,4,0,0,0,2,Monthly,3
2033,46,Male,Blouse,Clothing,36,Winter,4.2,0,0,0,13,Annually,1
2034,57,Male,Jeans,Clothing,55,Summer,3.6,0,0,0,33,Annually,1
2035,61,Male,Shorts,Clothing,30,Spring,2.9,0,0,0,27,Monthly,3
2036,53,Male,T-shirt,Clothing,70,Summer,4.1,0,0,0,43,Weekly,5
2037,37,Male,Blouse,Clothing,63,Winter,3.1,0,0,0,46,Weekly,5
2038,39,Male,Belt,Accessories,87,Summer,4.3,0,0,0,7,Bi-Weekly,4
2039,53,Male,Blouse,Clothing,70,Spring,4.4,0,0,0,35,Bi-Weekly,4
2040,35,Male,T-shirt,Clothing,51,Spring,3.1,0,0,0,31,Bi-Weekly,4
2041,69,Male,Jewelry,Accessories,25,Spring,2.9,0,0,0,42,Quarterly,2
2042,66,Male,Jacket,Outerwear,32,Winter,3.2,0,0,0,14,Bi-Weekly,4
2043,19,Male,Shoes,Footwear,52,Spring,4,0,0,0,35,Monthly,3
2044,47,Male,Gloves,Accessories,33,Summer,2.7,0,0,0,49,Weekly,5
2045,49,Male,Jeans,Clothing,68,Spring,3,0,0,0,17,Bi-Weekly,4
2046,31,Male,Jewelry,Accessories,20,Fall,4.4,0,0,0,26,Quarterly,2
2047,39,Male,Pants,Clothing,32,Winter,2.8,0,0,0,30,Quarterly,2
2048,58,Male,Jewelry,Accessories,82,Summer,3.1,0,0,0,32,Annually,1
2049,45,Male,Sneakers,Footwear,64,Winter,3.9,0,0,0,35,Quarterly,2
2050,68,Male,Boots,Footwear,24,Fall,2.7,0,0,0,15,Annually,1
2051,35,Male,Hat,Accessories,96,Summer,3.4,0,0,0,10,Annually,1
2052,65,Male,T-shirt,Clothing,94,Spring,3.8,0,0,0,14,Monthly,3
2053,45,Male,Backpack,Accessories,48,Winter,3.7,0,0,0,30,Annually,1
2054,19,Male,Sunglasses,Accessories,60,Spring,4.5,0,0,0,16,Bi-Weekly,4
2055,65,Male,Sweater,Clothing,56,Spring,2.9,0,0,0,14,Annually,1
2056,28,Male,Handbag,Accessories,33,Fall,3.4,0,0,0,28,Weekly,5
2057,55,Male,Backpack,Accessories,46,Spring,4.4,0,0,0,29,Monthly,3
2058,66,Male,Socks,Clothing,37,Spring,4.2,0,0,0,5,Quarterly,2
2059,29,Male,Shirt,Clothing,98,Winter,3.3,0,0,0,17,Quarterly,2
2060,56,Male,Shorts,Clothing,50,Spring,3.7,0,0,0,50,Weekly,5
2061,21,Male,Belt,Accessories,63,Fall,3.2,0,0,0,23,Quarterly,2
2062,32,Male,Sweater,Clothing,70,Summer,2.6,0,0,0,22,Annually,1
2063,54,Male,Coat,Outerwear,63,Fall,2.8,0,0,0,15,Quarterly,2
2064,61,Male,Shorts,Clothing,86,Fall,2.9,0,0,0,32,Monthly,3
2065,31,Male,Shoes,Footwear,99,Summer,4,0,0,0,5,Monthly,3
2066,27,Male,Sneakers,Footwear,40,Spring,2.9,0,0,0,6,Bi-Weekly,4
2067,64,Male,Sneakers,Footwear,92,Fall,4.7,0,0,0,44,Bi-Weekly,4
2068,60,Male,Pants,Clothing,21,Fall,3.1,0,0,0,23,Bi-Weekly,4
2069,70,Male,Jewelry,Accessories,81,Summer,3.9,0,0,0,44,Monthly,3
2070,36,Male,T-shirt,Clothing,82,Fall,3.4,0,0,0,3,Quarterly,2
2071,56,Male,Jewelry,Accessories,88,Spring,3.1,0,0,0,14,Monthly,3
2072,69,Male,Jacket,Outerwear,100,Fall,4.8,0,0,0,37,Quarterly,2
2073,39,Male,Backpack,Accessories,66,Winter,3.9,0,0,0,22,Weekly,5
2074,38,Male,Belt,Accessories,25,Winter,3.5,0,0,0,2,Quarterly,2
2075,36,Male,Scarf,Accessories,53,Summer,3.1,0,0,0,44,Bi-Weekly,4
2076,46,Male,Sweater,Clothing,28,Fall,4.7,0,0,0,49,Monthly,3
2077,59,Male,Gloves,Accessories,23,Fall,4.6,0,0,0,22,Bi-Weekly,4
2078,64,Male,Scarf,Accessories,34,Fall,3.3,0,0,0,26,Annually,1
2079,49,Male,Dress,Clothing,42,Spring,3.2,0,0,0,40,Weekly,5
2080,32,Male,Jeans,Clothing,24,Summer,3.1,0,0,0,16,Quarterly,2
2081,29,Male,Sunglasses,Accessories,47,Fall,3.5,0,0,0,17,Bi-Weekly,4
2082,24,Male,Coat,Outerwear,78,Spring,4.3,0,0,0,48,Bi-Weekly,4
2083,41,Male,Jeans,Clothing,89,Summer,2.9,0,0,0,28,Quarterly,2
2084,41,Male,Scarf,Accessories,59,Fall,2.7,0,0,0,26,Bi-Weekly,4
2085,32,Male,Blouse,Clothing,94,Summer,4,0,0,0,43,Quarterly,2
2086,69,Male,Jeans,Clothing,49,Fall,4.6,0,0,0,38,Weekly,5
2087,65,Male,Dress,Clothing,89,Summer,4.7,0,0,0,36,Quarterly,2
2088,54,Male,Hat,Accessories,91,Summer,4.7,0,0,0,1,Weekly,5
2089,39,Male,Sandals,Footwear,89,Spring,4,0,0,0,49,Annually,1
2090,37,Male,Jacket,Outerwear,57,Spring,3.6,0,0,0,41,Quarterly,2
2091,51,Male,Socks,Clothing,71,Winter,3.4,0,0,0,21,Monthly,3
2092,26,Male,Jeans,Clothing,97,Fall,3,0,0,0,24,Quarterly,2
2093,42,Male,Sandals,Footwear,45,Fall,2.6,0,0,0,27,Weekly,5
2094,21,Male,Dress,Clothing,91,Spring,4.2,0,0,0,4,Annually,1
2095,53,Male,Socks,Clothing,25,Spring,3.4,0,0,0,19,Annually,1
2096,36,Male,Hoodie,Clothing,63,Fall,4,0,0,0,1,Bi-Weekly,4
2097,21,Male,Dress,Clothing,52,Summer,4.7,0,0,0,27,Annually,1
2098,33,Male,Sneakers,Footwear,43,Winter,3.9,0,0,0,5,Weekly,5
2099,49,Male,T-shirt,Clothing,28,Summer,3.3,0,0,0,20,Quarterly,2
2100,31,Male,T-shirt,Clothing,78,Summer,2.9,0,0,0,50,Annually,1
2101,68,Male,Sweater,Clothing,31,Spring,4.4,0,0,0,36,Bi-Weekly,4
2102,49,Male,Shirt,Clothing,23,Winter,3.6,0,0,0,12,Bi-Weekly,4
2103,23,Male,Hat,Accessories,25,Spring,4.5,0,0,0,23,Monthly,3
2104,30,Male,Pants,Clothing,86,Summer,3.7,0,0,0,21,Weekly,5
2105,53,Male,Shoes,Footwear,88,Spring,2.8,0,0,0,47,Weekly,5
2106,65,Male,Gloves,Accessories,35,Spring,4.5,0,0,0,38,Bi-Weekly,4
2107,60,Male,Jewelry,Accessories,34,Fall,4.4,0,0,0,40,Quarterly,2
2108,46,Male,Pants,Clothing,75,Winter,3.3,0,0,0,35,Quarterly,2
2109,54,Male,Hoodie,Clothing,46,Winter,4.2,0,0,0,4,Quarterly,2
2110,59,Male,Jewelry,Accessories,31,Fall,2.7,0,0,0,28,Quarterly,2
2111,52,Male,Socks,Clothing,93,Spring,3.9,0,0,0,36,Quarterly,2
2112,41,Male,Sunglasses,Accessories,85,Spring,2.6,0,0,0,15,Annually,1
2113,43,Male,Belt,Accessories,68,Fall,4.5,0,0,0,7,Bi-Weekly,4
2114,63,Male,Dress,Clothing,40,Spring,2.7,0,0,0,29,Quarterly,2
2115,37,Male,Shirt,Clothing,51,Winter,2.9,0,0,0,12,Annually,1
2116,44,Male,Scarf,Accessories,85,Winter,3.4,0,0,0,16,Bi-Weekly,4
2117,67,Male,Jacket,Outerwear,23,Summer,2.9,0,0,0,50,Bi-Weekly,4
2118,27,Male,Dress,Clothing,28,Summer,3.8,0,0,0,11,Annually,1
2119,60,Male,Socks,Clothing,44,Fall,4.2,0,0,0,28,Quarterly,2
2120,58,Male,Jewelry,Accessories,57,Spring,3.5,0,0,0,36,Bi-Weekly,4
2121,53,Male,Scarf,Accessories,98,Fall,3.1,0,0,0,38,Quarterly,2
2122,43,Male,Backpack,Accessories,68,Winter,3.5,0,0,0,32,Monthly,3
2123,32,Male,Jacket,Outerwear,36,Fall,4,0,0,0,42,Weekly,5
2124,54,Male,Coat,Outerwear,71,Spring,3.7,0,0,0,22,Bi-Weekly,4
2125,47,Male,Skirt,Clothing,60,Fall,4.2,0,0,0,22,Quarterly,2
2126,57,Male,Coat,Outerwear,87,Fall,4.8,0,0,0,31,Quarterly,2
2127,63,Male,Shoes,Footwear,38,Winter,4.1,0,0,0,28,Monthly,3
2128,70,Male,Boots,Footwear,45,Spring,4.5,0,0,0,40,Weekly,5
2129,62,Male,Coat,Outerwear,47,Fall,2.7,0,0,0,21,Weekly,5
2130,40,Male,Skirt,Clothing,57,Fall,2.8,0,0,0,12,Quarterly,2
2131,25,Male,Backpack,Accessories,68,Summer,3.7,0,0,0,33,Annually,1
2132,19,Male,Shorts,Clothing,52,Fall,3.6,0,0,0,9,Bi-Weekly,4
2133,25,Male,Skirt,Clothing,87,Fall,4.7,0,0,0,15,Weekly,5
2134,21,Male,Hat,Accessories,34,Summer,3.8,0,0,0,13,Annually,1
2135,55,Male,Sandals,Footwear,41,Winter,2.9,0,0,0,35,Bi-Weekly,4
2136,34,Male,Sunglasses,Accessories,94,Winter,4.6,0,0,0,1,Quarterly,2
2137,47,Male,Sunglasses,Accessories,93,Summer,2.8,0,0,0,25,Bi-Weekly,4
2138,27,Male,Socks,Clothing,51,Winter,4.6,0,0,0,20,Quarterly,2
2139,67,Male,Sweater,Clothing,42,Fall,2.8,0,0,0,36,Quarterly,2
2140,40,Male,Boots,Footwear,95,Winter,3,0,0,0,33,Weekly,5
2141,53,Male,Handbag,Accessories,90,Fall,3.7,0,0,0,36,Bi-Weekly,4
2142,24,Male,Dress,Clothing,98,Winter,4.1,0,0,0,32,Annually,1
2143,47,Male,Hat,Accessories,39,Winter,4.3,0,0,0,21,Quarterly,2
2144,53,Male,Sandals,Footwear,66,Fall,3.8,0,0,0,48,Bi-Weekly,4
2145,47,Male,Shoes,Footwear,23,Winter,3.7,0,0,0,25,Quarterly,2
2146,38,Male,Skirt,Clothing,73,Winter,4.8,0,0,0,32,Annually,1
2147,48,Male,Sunglasses,Accessories,23,Summer,4.6,0,0,0,45,Quarterly,2
2148,47,Male,Skirt,Clothing,43,Fall,4.8,0,0,0,4,Bi-Weekly,4
2149,19,Male,T-shirt,Clothing,45,Winter,4.6,0,0,0,19,Bi-Weekly,4
2150,38,Male,Sandals,Footwear,21,Winter,4,0,0,0,1,Weekly,5
2151,57,Male,Shirt,Clothing,40,Spring,2.6,0,0,0,12,Weekly,5
2152,70,Male,Jeans,Clothing,58,Fall,2.6,0,0,0,18,Monthly,3
2153,38,Male,Shorts,Clothing,48,Summer,4.5,0,0,0,43,Bi-Weekly,4
2154,35,Male,Shirt,Clothing,94,Fall,4.2,0,0,0,31,Annually,1
2155,46,Male,Scarf,Accessories,74,Spring,3.4,0,0,0,33,Quarterly,2
2156,32,Male,Handbag,Accessories,51,Fall,3.7,0,0,0,46,Monthly,3
2157,38,Male,Skirt,Clothing,83,Winter,3.6,0,0,0,41,Bi-Weekly,4
2158,41,Male,Handbag,Accessories,68,Winter,4,0,0,0,41,Bi-Weekly,4
2159,19,Male,Gloves,Accessories,84,Spring,4.6,0,0,0,9,Bi-Weekly,4
2160,18,Male,Shirt,Clothing,58,Fall,3,0,0,0,34,Annually,1
2161,45,Male,Blouse,Clothing,92,Winter,3.3,0,0,0,21,Annually,1
2162,23,Male,Dress,Clothing,69,Summer,3.8,0,0,0,5,Bi-Weekly,4
2163,60,Male,Shorts,Clothing,48,Summer,2.7,0,0,0,32,Weekly,5
2164,52,Male,Shoes,Footwear,60,Spring,4.5,0,0,0,44,Monthly,3
2165,42,Male,Sandals,Footwear,20,Winter,4.8,0,0,0,46,Bi-Weekly,4
2166,29,Male,Pants,Clothing,55,Summer,4.2,0,0,0,42,Quarterly,2
2167,31,Male,Jacket,Outerwear,88,Spring,3.5,0,0,0,50,Bi-Weekly,4
2168,30,Male,Skirt,Clothing,48,Winter,4.9,0,0,0,33,Bi-Weekly,4
2169,23,Male,Handbag,Accessories,74,Spring,4.1,0,0,0,32,Quarterly,2
2170,31,Male,Coat,Outerwear,42,Fall,2.9,0,0,0,32,Bi-Weekly,4
2171,40,Male,Sweater,Clothing,32,Fall,4,0,0,0,37,Quarterly,2
2172,39,Male,Shorts,Clothing,98,Summer,4.6,0,0,0,9,Bi-Weekly,4
2173,28,Male,Skirt,Clothing,89,Fall,2.8,0,0,0,6,Bi-Weekly,4
2174,23,Male,Gloves,Accessories,97,Summer,5,0,0,0,36,Quarterly,2
2175,42,Male,Backpack,Accessories,49,Spring,2.9,0,0,0,1,Annually,1
2176,68,Male,Dress,Clothing,50,Spring,3.3,0,0,0,48,Bi-Weekly,4
2177,24,Male,Belt,Accessories,91,Winter,3.4,0,0,0,44,Quarterly,2
2178,24,Male,Gloves,Accessories,93,Winter,3,0,0,0,9,Bi-Weekly,4
2179,21,Male,Jewelry,Accessories,98,Summer,4.7,0,0,0,32,Annually,1
2180,49,Male,Socks,Clothing,82,Fall,2.9,0,0,0,14,Monthly,3
2181,41,Male,Coat,Outerwear,37,Summer,4.1,0,0,0,43,Quarterly,2
2182,22,Male,Handbag,Accessories,63,Fall,3.2,0,0,0,32,Bi-Weekly,4
2183,42,Male,Blouse,Clothing,99,Winter,2.7,0,0,0,26,Bi-Weekly,4
2184,30,Male,Shorts,Clothing,37,Spring,4.7,0,0,0,2,Monthly,3
2185,38,Male,Shoes,Footwear,34,Spring,3.2,0,0,0,16,Quarterly,2
2186,40,Male,Shorts,Clothing,32,Winter,2.5,0,0,0,50,Quarterly,2
2187,55,Male,Sandals,Footwear,23,Winter,4.3,0,0,0,6,Quarterly,2
2188,37,Male,Blouse,Clothing,78,Spring,4.4,0,0,0,20,Annually,1
2189,41,Male,Coat,Outerwear,54,Winter,4.7,0,0,0,9,Weekly,5
2190,38,Male,Blouse,Clothing,94,Fall,4,0,0,0,47,Bi-Weekly,4
2191,42,Male,Belt,Accessories,75,Spring,4.6,0,0,0,33,Annually,1
2192,26,Male,Blouse,Clothing,69,Summer,3.8,0,0,0,46,Bi-Weekly,4
2193,41,Male,Scarf,Accessories,35,Winter,3.2,0,0,0,9,Monthly,3
2194,27,Male,Shirt,Clothing,78,Spring,5,0,0,0,8,Monthly,3
2195,61,Male,Socks,Clothing,29,Summer,3.5,0,0,0,48,Quarterly,2
2196,58,Male,Jeans,Clothing,62,Fall,3.7,0,0,0,2,Monthly,3
2197,25,Male,Dress,Clothing,58,Spring,4.8,0,0,0,31,Weekly,5
2198,33,Male,Boots,Footwear,88,Summer,3.7,0,0,0,40,Monthly,3
2199,57,Male,Scarf,Accessories,80,Summer,3.5,0,0,0,35,Monthly,3
2200,39,Male,Scarf,Accessories,47,Summer,4.9,0,0,0,40,Monthly,3
2201,60,Male,Gloves,Accessories,51,Summer,4.7,0,0,0,27,Quarterly,2
2202,39,Male,Pants,Clothing,25,Spring,4.9,0,0,0,10,Annually,1
2203,42,Male,Dress,Clothing,36,Summer,4.3,0,0,0,23,Weekly,5
2204,53,Male,Dress,Clothing,79,Winter,3.1,0,0,0,32,Quarterly,2
2205,20,Male,Jeans,Clothing,41,Winter,3.4,0,0,0,6,Monthly,3
2206,46,Male,Sweater,Clothing,68,Fall,2.7,0,0,0,27,Weekly,5
2207,46,Male,Sandals,Footwear,51,Spring,2.6,0,0,0,25,Bi-Weekly,4
2208,69,Male,Handbag,Accessories,38,Fall,2.9,0,0,0,11,Annually,1
2209,28,Male,Scarf,Accessories,46,Summer,2.7,0,0,0,23,Monthly,3
2210,42,Male,Sandals,Footwear,20,Summer,4.5,0,0,0,44,Quarterly,2
2211,30,Male,Sunglasses,Accessories,25,Summer,3.1,0,0,0,35,Bi-Weekly,4
2212,50,Male,Sweater,Clothing,89,Winter,3.2,0,0,0,45,Quarterly,2
2213,59,Male,Pants,Clothing,77,Winter,3.3,0,0,0,22,Quarterly,2
2214,54,Male,Hat,Accessories,94,Fall,2.9,0,0,0,18,Quarterly,2
2215,50,Male,Belt,Accessories,100,Fall,4.1,0,0,0,20,Weekly,5
2216,25,Male,Sandals,Footwear,96,Winter,2.7,0,0,0,28,Bi-Weekly,4
2217,41,Male,Pants,Clothing,36,Winter,4,0,0,0,15,Bi-Weekly,4
2218,35,Male,Jewelry,Accessories,27,Fall,2.6,0,0,0,42,Bi-Weekly,4
2219,67,Male,Sunglasses,Accessories,67,Winter,3.5,0,0,0,20,Quarterly,2
2220,33,Male,Blouse,Clothing,91,Fall,2.8,0,0,0,16,Bi-Weekly,4
2221,19,Male,Belt,Accessories,62,Fall,4.5,0,0,0,47,Annually,1
2222,25,Male,Shorts,Clothing,88,Fall,3,0,0,0,34,Annually,1
2223,32,Male,Pants,Clothing,66,Summer,4.4,0,0,0,30,Weekly,5
2224,30,Male,Sandals,Footwear,65,Fall,4.7,0,0,0,5,Quarterly,2
2225,18,Male,Gloves,Accessories,25,Winter,4.3,0,0,0,38,Quarterly,2
2226,38,Male,Belt,Accessories,64,Spring,4.8,0,0,0,18,Annually,1
2227,22,Male,Shirt,Clothing,72,Spring,4.8,0,0,0,28,Annually,1
2228,40,Male,Scarf,Accessories,74,Summer,4.4,0,0,0,42,Bi-Weekly,4
2229,54,Male,Gloves,Accessories,50,Fall,3.7,0,0,0,5,Weekly,5
2230,70,Male,Pants,Clothing,97,Fall,3.9,0,0,0,50,Monthly,3
2231,52,Male,Sneakers,Footwear,36,Spring,3.8,0,0,0,33,Bi-Weekly,4
2232,34,Male,Jacket,Outerwear,49,Fall,4.1,0,0,0,1,Weekly,5
2233,65,Male,Shoes,Footwear,64,Spring,4,0,0,0,14,Bi-Weekly,4
2234,38,Male,Blouse,Clothing,31,Summer,4.5,0,0,0,48,Monthly,3
2235,35,Male,Boots,Footwear,66,Winter,4,0,0,0,26,Weekly,5
2236,40,Male,Socks,Clothing,82,Spring,4.5,0,0,0,44,Annually,1
2237,23,Male,T-shirt,Clothing,88,Winter,2.7,0,0,0,18,Bi-Weekly,4
2238,45,Male,Sandals,Footwear,34,Summer,3.8,0,0,0,31,Quarterly,2
2239,40,Male,Sneakers,Footwear,84,Winter,3.8,0,0,0,18,Weekly,5
2240,42,Male,Jewelry,Accessories,96,Summer,3.8,0,0,0,41,Quarterly,2
2241,57,Male,Sandals,Footwear,71,Winter,4.3,0,0,0,18,Quarterly,2
2242,18,Male,Jacket,Outerwear,77,Summer,3.5,0,0,0,3,Bi-Weekly,4
2243,18,Male,Skirt,Clothing,66,Spring,3.8,0,0,0,5,Bi-Weekly,4
2244,56,Male,Shirt,Clothing,21,Winter,3.7,0,0,0,13,Annually,1
2245,35,Male,Shorts,Clothing,37,Summer,4.8,0,0,0,22,Annually,1
2246,49,Male,Socks,Clothing,90,Fall,4.9,0,0,0,45,Bi-Weekly,4
2247,49,Male,Jacket,Outerwear,96,Fall,4.3,0,0,0,39,Quarterly,2
2248,34,Male,Jewelry,Accessories,37,Summer,4.4,0,0,0,18,Annually,1
2249,63,Male,T-shirt,Clothing,66,Winter,3.4,0,0,0,19,Bi-Weekly,4
2250,42,Male,Gloves,Accessories,45,Spring,4.3,0,0,0,29,Weekly,5
2251,41,Male,Shoes,Footwear,89,Summer,4.6,0,0,0,19,Weekly,5
2252,26,Male,Shoes,Footwear,94,Fall,3.8,0,0,0,22,Monthly,3
2253,48,Male,Shoes,Footwear,96,Summer,3.9,0,0,0,21,Annually,1
2254,62,Male,Hoodie,Clothing,31,Spring,2.6,0,0,0,22,Monthly,3
2255,24,Male,Belt,Accessories,79,Winter,4.2,0,0,0,44,Quarterly,2
2256,48,Male,Coat,Outerwear,39,Spring,4.6,0,0,0,42,Quarterly,2
2257,31,Male,Blouse,Clothing,22,Fall,5,0,0,0,33,Quarterly,2
2258,41,Male,Skirt,Clothing,32,Fall,4.2,0,0,0,6,Annually,1
2259,24,Male,T-shirt,Clothing,71,Winter,4.3,0,0,0,44,Quarterly,2
2260,60,Male,Jeans,Clothing,96,Spring,3.3,0,0,0,24,Annually,1
2261,38,Male,Scarf,Accessories,82,Fall,4.9,0,0,0,16,Quarterly,2
2262,58,Male,Backpack,Accessories,76,Spring,4.4,0,0,0,12,Bi-Weekly,4
2263,53,Male,Backpack,Accessories,22,Winter,3.1,0,0,0,50,Monthly,3
2264,44,Male,Scarf,Accessories,40,Winter,3.5,0,0,0,42,Quarterly,2
2265,51,Male,Hat,Accessories,92,Summer,3.9,0,0,0,50,Monthly,3
2266,36,Male,Coat,Outerwear,94,Fall,3.9,0,0,0,10,Quarterly,2
2267,20,Male,Dress,Clothing,44,Fall,4.3,0,0,0,32,Weekly,5
2268,32,Male,Gloves,Accessories,49,Spring,3.8,0,0,0,37,Weekly,5
2269,66,Male,Sweater,Clothing,26,Spring,2.7,0,0,0,15,Monthly,3
2270,49,Male,Skirt,Clothing,38,Fall,4.4,0,0,0,27,Annually,1
2271,27,Male,Blouse,Clothing,72,Spring,3.5,0,0,0,7,Weekly,5
2272,29,Male,Dress,Clothing,99,Summer,3.4,0,0,0,49,Quarterly,2
2273,29,Male,Jacket,Outerwear,38,Spring,4,0,0,0,44,Monthly,3
2274,55,Male,Coat,Outerwear,96,Winter,4.8,0,0,0,13,Bi-Weekly,4
2275,57,Male,Dress,Clothing,27,Spring,4.5,0,0,0,38,Bi-Weekly,4
2276,29,Male,Shorts,Clothing,24,Winter,4.4,0,0,0,10,Weekly,5
2277,31,Male,Jeans,Clothing,82,Summer,4.1,0,0,0,25,Weekly,5
2278,25,Male,Hat,Accessories,56,Summer,4.6,0,0,0,18,Quarterly,2
2279,61,Male,Gloves,Accessories,25,Fall,3.8,0,0,0,6,Quarterly,2
2280,53,Male,Sneakers,Footwear,67,Spring,2.9,0,0,0,35,Quarterly,2
2281,22,Male,Shoes,Footwear,21,Summer,2.8,0,0,0,31,Bi-Weekly,4
2282,28,Male,Hoodie,Clothing,27,Summer,3,0,0,0,41,Annually,1
2283,18,Male,Sneakers,Footwear,97,Fall,4.2,0,0,0,8,Annually,1
2284,44,Male,Handbag,Accessories,45,Winter,4.1,0,0,0,34,Bi-Weekly,4
2285,32,Male,Blouse,Clothing,63,Fall,4.1,0,0,0,20,Annually,1
2286,34,Male,Belt,Accessories,100,Summer,4.6,0,0,0,38,Quarterly,2
2287,67,Male,Socks,Clothing,38,Spring,2.5,0,0,0,35,Quarterly,2
